"ID","NAME","FACILITYID__C","PROGRAM_CODE__C","PROGRAM_VALUE__C","SERVICE_CODE__C","SERVICE_VALUE__C","STATE__C","AVATAR_UPLOAD_ID__C","LOCATION__C","PROGRAM__C","SERVICE_LINE__C","ASSESSMENT_ONLY__C","END_DATE__C","START_DATE__C"
"a0NU0000009rYNgMAM","SC-002302","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981098-90846","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNhMAM","SC-002303","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981098-90847","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNiMAM","SC-002304","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981098-90847","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNjMAM","SC-002305","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981098-90808L","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNkMAM","SC-002306","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981098-90808L","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNlMAM","SC-002307","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90808N","90808N-Individual Therapy (75+ min) (non-Licensed)","FL","10-9999981098-90808N","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNmMAM","SC-002308","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","90808N","90808N-Individual Therapy (75+ min) (non-Licensed)","FL","10-9999981098-90808N","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNnMAM","SC-002309","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0004","H0004-Individual Therapy","FL","10-9999981098-H0004","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNoMAM","SC-002310","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0004","H0004-Individual Therapy","FL","10-9999981098-H0004","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNpMAM","SC-002311","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999981098-H0031HO","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae3DMAS","SC-000085","999","9999999999","NC-IFCS-IIH-Triangle-ARY","H2022","Intensive In-Home","NC","999-9999999999-H2022","Triangle","IFCS","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae3EMAS","SC-000086","999","9999999998","NC-IFCS-IIH-Five County-ARY","H2022","Intensive In-Home","NC","999-9999999998-H2022","Five County","IFCS","Intensive In Home","false","","2012-01-01"
"a0NU0000009Ae3FMAS","SC-000087","999","9999999999","NC-IFCS-IIH-Triangle-ARY","90791","90791 - Clinical Intake","NC","999-9999999999-90791","Triangle","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3HMAS","SC-000089","999","9999999999","NC-IFCS-IIH-Triangle-ARY","H0031","MH Assessment","NC","999-9999999999-90801","Triangle","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3IMAS","SC-000090","999","9999999999","NC-IFCS-IIH-Triangle-ARY","T1023","Diagnostic Assessment","NC","999-9999999999-T1023","Triangle","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3JMAS","SC-000091","999","9999999998","NC-IFCS-IIH-Five County-ARY","90791","90791 - Clinical Intake","NC","999-9999999998-90791","Five County","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3LMAS","SC-000093","999","9999999998","NC-IFCS-IIH-Five County-ARY","H0031","MH Assessment","NC","999-9999999998-90801","Five County","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3MMAS","SC-000094","999","9999999998","NC-IFCS-IIH-Five County-ARY","T1023","Diagnostic Assessment","NC","999-9999999998-T1023","Five County","IFCS","Intensive In Home","true","","2012-01-01"
"a0NU0000009Ae3NMAS","SC-000095","999","9999999999","NC-IFCS-IIH-Triangle-ARY","90801m","Med Evaluation - MD Only","NC","999-9999999999-90801m","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3OMAS","SC-000096","999","9999999999","NC-IFCS-IIH-Triangle-ARY","90801t","Med Evaluation - Telepsych","NC","999-9999999999-90801t","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3PMAS","SC-000097","999","9999999999","NC-IFCS-IIH-Triangle-ARY","90862","Med Management - Follow Up","NC","999-9999999999-90862","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3QMAS","SC-000098","999","9999999999","NC-IFCS-IIH-Triangle-ARY","90862t","Med Management - Telepsych Follow up","NC","999-9999999999-90862t","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3RMAS","SC-000099","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99201","New Patient Visit (10 mins)","NC","999-9999999999-99201","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3SMAS","SC-000100","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99202","New Patient Visit (20 mins)","NC","999-9999999999-99202","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3TMAS","SC-000101","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99203","New Patient Visit (30 mins)","NC","999-9999999999-99203","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3UMAS","SC-000102","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99204","New Patient Visit (45 mins)","NC","999-9999999999-99204","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3VMAS","SC-000103","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99205","New Patient Visit (60 mins)","NC","999-9999999999-99205","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009rYFaMAM","SC-001800","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999991091-H0032","Gainesville","Gainesville","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYFbMAM","SC-001801","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991091-H0032TS","Gainesville","Gainesville","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYFcMAM","SC-001802","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999991091-H0032TS","Gainesville","Gainesville","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYFdMAM","SC-001803","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991091-H2017","Gainesville","Gainesville","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYFeMAM","SC-001804","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2017","H2017-Psychosocial Rehab Group","FL","10-9999991091-H2017","Gainesville","Gainesville","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYFfMAM","SC-001805","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991091-H2019HO","Gainesville","Gainesville","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYFgMAM","SC-001806","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2019HO","H2019HO-Therapeutic Behavioral On-Site Services","FL","10-9999991091-H2019HO","Gainesville","Gainesville","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYFjMAM","SC-001809","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991091-H2019HR","Gainesville","Gainesville","Intensive In Home","false","","2012-01-01"
"a0NU0000009rYFkMAM","SC-001810","10","9999991091","FL-MNTR-IIH-Gainesville-ARY","H2019HR","H2019HR-Individual/Family Therapy","FL","10-9999991091-H2019HR","Gainesville","Gainesville","Intensive In Home","true","","2012-01-01"
"a0NU0000009rYFlMAM","SC-001811","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981091-90804","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFmMAM","SC-001812","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90804","90804-Individual Therapy (20-30 min)","FL","10-9999981091-90804","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFnMAM","SC-001813","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981091-90806","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFoMAM","SC-001814","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90806","90806-Individual Therapy (45-50 min)","FL","10-9999981091-90806","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFpMAM","SC-001815","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981091-90832","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFqMAM","SC-001816","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90832","90832-Individual Therapy (16-37 min)","FL","10-9999981091-90832","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFrMAM","SC-001817","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981091-90834","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFsMAM","SC-001818","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981091-90834","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFtMAM","SC-001819","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981091-90837","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFuMAM","SC-001820","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981091-90837","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFvMAM","SC-001821","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981091-90846","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYFwMAM","SC-001822","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981091-90846","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFxMAM","SC-001823","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981091-90847","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJgMAM","SC-002058","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90834","90834-Individual Therapy (38-52 min)","FL","10-9999981092-90834","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJhMAM","SC-002059","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981092-90837","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJiMAM","SC-002060","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90837","90837-Individual Therapy (53-67 min)","FL","10-9999981092-90837","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJjMAM","SC-002061","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981092-90846","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJkMAM","SC-002062","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90846","90846-Family Therapy w/o Patient","FL","10-9999981092-90846","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJlMAM","SC-002063","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981092-90847","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJmMAM","SC-002064","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981092-90847","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJnMAM","SC-002065","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981092-90808L","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJoMAM","SC-002066","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981092-90808L","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJpMAM","SC-002067","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90808N","90808N-Individual Therapy (75+ min) (non-Licensed)","FL","10-9999981092-90808N","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJqMAM","SC-002068","10","9999981092","FL-MNTR-OPT-Ocala-ARY","90808N","90808N-Individual Therapy (75+ min) (non-Licensed)","FL","10-9999981092-90808N","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJrMAM","SC-002069","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0004","H0004-Individual Therapy","FL","10-9999981092-H0004","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJsMAM","SC-002070","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0004","H0004-Individual Therapy","FL","10-9999981092-H0004","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJtMAM","SC-002071","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999981092-H0031HO","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJuMAM","SC-002072","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999981092-H0031HO","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJvMAM","SC-002073","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999981092-H0031TS","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJwMAM","SC-002074","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999981092-H0031TS","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJxMAM","SC-002075","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999981092-H0032","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYJyMAM","SC-002076","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999981092-H0032","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYJzMAM","SC-002077","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999981092-H0032TS","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYK0MAM","SC-002078","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999981092-H0032TS","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYK1MAM","SC-002079","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999981092-H2000HP","Ocala","Ocala","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYK2MAM","SC-002080","10","9999981092","FL-MNTR-OPT-Ocala-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999981092-H2000HP","Ocala","Ocala","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNqMAM","SC-002312","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0031HO","H0031HO-In-Depth New","FL","10-9999981098-H0031HO","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNrMAM","SC-002313","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999981098-H0031TS","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNsMAM","SC-002314","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0031TS","H0031TS-In-Depth Est","FL","10-9999981098-H0031TS","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNtMAM","SC-002315","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999981098-H0032","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNuMAM","SC-002316","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0032","H0032-Development of Individualized Treatment Plan","FL","10-9999981098-H0032","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNvMAM","SC-002317","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999981098-H0032TS","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNwMAM","SC-002318","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H0032TS","H0032TS-Treatment Plan Review","FL","10-9999981098-H0032TS","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNxMAM","SC-002319","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999981098-H2000HP","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYNyMAM","SC-002320","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2000HP","H2000HP-Psych Evaluation","FL","10-9999981098-H2000HP","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYNzMAM","SC-002321","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999981098-H2010","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYO0MAM","SC-002322","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2010","H2010-Brief MH status Exam","FL","10-9999981098-H2010","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYO1MAM","SC-002323","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2010HO","H2010HO-Brief MH Status Exam","FL","10-9999981098-H2010HO","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYO2MAM","SC-002324","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","H2010HO","H2010HO-Brief MH Status Exam","FL","10-9999981098-H2010HO","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYO3MAM","SC-002325","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","MG/H0046","MG/H0046-Behavioral Health Screening","FL","10-9999981098-MG/H0046","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYO4MAM","SC-002326","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","MG/H0046","MG/H0046-Behavioral Health Screening","FL","10-9999981098-MG/H0046","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYO5MAM","SC-002327","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","MG/T1023HE","MG/T1023HE-Behavioral Health Services","FL","10-9999981098-MG/T1023HE","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYO6MAM","SC-002328","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","MG/T1023HE","MG/T1023HE-Behavioral Health Services","FL","10-9999981098-MG/T1023HE","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYO7MAM","SC-002329","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","T1007","T1007-Individualized TX Plan Development-SA","FL","10-9999981098-T1007","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYO8MAM","SC-002330","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","T1007","T1007-Individualized TX Plan Development-SA","FL","10-9999981098-T1007","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYO9MAM","SC-002331","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","T1007TS","T1007TS-Treatment Plan Review- SA","FL","10-9999981098-T1007TS","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYOAMA2","SC-002332","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","T1007TS","T1007TS-Treatment Plan Review- SA","FL","10-9999981098-T1007TS","S. Broward","Broward","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYOBMA2","SC-002333","10","9999981098","FL-MNTR-OPT-S. Broward-ARY","T1015","T1015-Medical Management","FL","10-9999981098-T1015","S. Broward","Broward","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009Ae3WMAS","SC-000104","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99211","Established Patient Visit (5 mins)","NC","999-9999999999-99211","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3XMAS","SC-000105","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99212","Established Patient Visit (10 mins)","NC","999-9999999999-99212","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3YMAS","SC-000106","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99213","Established Patient Visit (15 mins)","NC","999-9999999999-99213","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3ZMAS","SC-000107","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99214","Established Patient Visit (25 mins)","NC","999-9999999999-99214","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3aMAC","SC-000108","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99215","Established Patient Visit (40 mins)","NC","999-9999999999-99215","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3bMAC","SC-000109","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99243","Office Consultation (40 mins)","NC","999-9999999999-99243","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3cMAC","SC-000110","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99244","Office Consultation (60 mins)","NC","999-9999999999-99244","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3dMAC","SC-000111","999","9999999999","NC-IFCS-IIH-Triangle-ARY","99245","Office Consultation (80 mins)","NC","999-9999999999-99245","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3eMAC","SC-000112","999","9999999999","NC-IFCS-IIH-Triangle-ARY","Q3014","Telehealth Originating Site Facility Fee","NC","999-9999999999-Q3014","Triangle","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3fMAC","SC-000113","999","9999999998","NC-IFCS-IIH-Five County-ARY","90801m","Med Evaluation - MD Only","NC","999-9999999998-90801m","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3gMAC","SC-000114","999","9999999998","NC-IFCS-IIH-Five County-ARY","90801t","Med Evaluation - Telepsych","NC","999-9999999998-90801t","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3hMAC","SC-000115","999","9999999998","NC-IFCS-IIH-Five County-ARY","90862","Med Management - Follow Up","NC","999-9999999998-90862","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3iMAC","SC-000116","999","9999999998","NC-IFCS-IIH-Five County-ARY","90862t","Med Management - Telepsych Follow up","NC","999-9999999998-90862t","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3jMAC","SC-000117","999","9999999998","NC-IFCS-IIH-Five County-ARY","99201","New Patient Visit (10 mins)","NC","999-9999999998-99201","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3kMAC","SC-000118","999","9999999998","NC-IFCS-IIH-Five County-ARY","99202","New Patient Visit (20 mins)","NC","999-9999999998-99202","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3lMAC","SC-000119","999","9999999998","NC-IFCS-IIH-Five County-ARY","99203","New Patient Visit (30 mins)","NC","999-9999999998-99203","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3mMAC","SC-000120","999","9999999998","NC-IFCS-IIH-Five County-ARY","99204","New Patient Visit (45 mins)","NC","999-9999999998-99204","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3nMAC","SC-000121","999","9999999998","NC-IFCS-IIH-Five County-ARY","99205","New Patient Visit (60 mins)","NC","999-9999999998-99205","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3oMAC","SC-000122","999","9999999998","NC-IFCS-IIH-Five County-ARY","99211","Established Patient Visit (5 mins)","NC","999-9999999998-99211","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3pMAC","SC-000123","999","9999999998","NC-IFCS-IIH-Five County-ARY","99212","Established Patient Visit (10 mins)","NC","999-9999999998-99212","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3qMAC","SC-000124","999","9999999998","NC-IFCS-IIH-Five County-ARY","99213","Established Patient Visit (15 mins)","NC","999-9999999998-99213","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009Ae3rMAC","SC-000125","999","9999999998","NC-IFCS-IIH-Five County-ARY","99214","Established Patient Visit (25 mins)","NC","999-9999999998-99214","Five County","IFCS","Medication Management","false","","2012-01-01"
"a0NU0000009rYFyMAM","SC-001824","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90847","90847-Family Therapy w/ Patient","FL","10-9999981091-90847","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYFzMAM","SC-001825","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981091-90808L","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
"a0NU0000009rYG0MAM","SC-001826","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90808L","90808L-Individual Therapy (75+ min) (Licensed)","FL","10-9999981091-90808L","Gainesville","Gainesville","Outpatient Therapy","true","","2012-01-01"
"a0NU0000009rYG1MAM","SC-001827","10","9999981091","FL-MNTR-OPT-Gainesville-ARY","90808N","90808N-Individual Therapy (75+ min) (non-Licensed)","FL","10-9999981091-90808N","Gainesville","Gainesville","Outpatient Therapy","false","","2012-01-01"
