"ID","OWNERID","NAME","LASTMODIFIEDDATE","LASTMODIFIEDBYID","ALIAS__C","CITY__C","FACILITYID__C","PHONE__C","PROGRAMID__C","PROGRAM__C","SERVICE_VALUE__C","SETTING__C","STATE__C","STREET__C","UNIQUEID__C","ZIP__C"
"a0vU0000001FOFkIAO","005U0000001BtzpIAC","120652","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120652","Gary","18.0","","120652001","IN-MNTR-SL-321 W 75th Place. F-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","321 W 75th Place.  F","18||120652001","46410-4740"
"a0vU0000001FOFlIAO","005U0000001BtzpIAC","120654","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120654","Valparaiso","18.0","","120654001","IN-MNTR-SL-431-1 W 600 N-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","431-1 W 600 N","18||120654001","46385-8308"
"a0vU0000001FOFmIAO","005U0000001BtzpIAC","120655","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120655","Valparaiso","18.0","","120655001","IN-MNTR-SL-398 Clearcreek Dr-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","398 Clearcreek Dr","18||120655001","46385-8480"
"a0vU0000001FOFnIAO","005U0000001BtzpIAC","120659","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120659","Fort Wayne","18.0","","120659001","IN-MNTR-SL-9618 Acacia Passage-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","9618 Acacia Passage","18||120659001","46835-9103"
"a0vU0000001FOFoIAO","005U0000001BtzpIAC","120660","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120660","Fort Wayne","18.0","","120660001","IN-MNTR-SL-9626 Acacia Passage-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","9626 Acacia Passage","18||120660001","46835-9103"
"a0vU0000001FOFpIAO","005U0000001BtzpIAC","120662","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120662","Fort Wayne","18.0","","120662001","IN-MNTR-SL-3420 Addison-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","3420 Addison","18||120662001","46805-2226"
"a0vU0000001FOFqIAO","005U0000001BtzpIAC","120420","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120420","Anderson","18.0","","120420001","IN-MNTR-SL-2002 E 5th St-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","2002 E 5th St","18||120420001","46012-3526"
"a0vU0000001FOFrIAO","005U0000001BtzpIAC","120421","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120421","Anderson","18.0","","120421001","IN-MNTR-SL-1911 Rosewood Dr-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","1911 Rosewood Dr","18||120421001","46016-1211"
"a0vU0000001FOFsIAO","005U0000001BtzpIAC","120438","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120438","Indianapolis","18.0","","120438001","IN-MNTR-SL-934-A Ardsley Dr-IDD","IDD - Residential Group Home","Outpatient","IN","934 A Ardsley Dr","18||120438001","46234-2140"
"a0vU0000001FOFtIAO","005U0000001BtzpIAC","120444","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120444","Mc Cordsville","18.0","","120444001","IN-MNTR-SL-5881 W Port Dr-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","5881 W Port Dr","18||120444001","46055-9336"
"a0vU0000001FOFuIAO","005U0000001BtzpIAC","120445","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120445","Indianapolis","18.0","","120445001","IN-MNTR-SL-6265 Adams Blvd W Dr D-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","6265 Adams Blvd W Dr D","18||120445001","46220-5698"
"a0vU0000001FOFvIAO","005U0000001BtzpIAC","120447","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120447","Indianapolis","18.0","","120447001","IN-MNTR-SL-7555 Allenwood Ct-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","7555 Allenwood Ct","18||120447001","46268-4739"
"a0vU0000001FOFwIAO","005U0000001BtzpIAC","120448","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120448","Indianapolis","18.0","","120448001","IN-MNTR-SL-8859 Fluvia Terrace. 2A-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","8859 Fluvia Terrace  2a","18||120448001","46250-3216"
"a0vU0000001FOFxIAO","005U0000001BtzpIAC","120451","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120451","Indianapolis","18.0","","120451001","IN-MNTR-SL-9120 Bryant Lane Apt 1B-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","9120 Bryant Lanet Apt 1b","18||120451001","46250-1027"
"a0vU0000001FOFyIAO","005U0000001BtzpIAC","120454","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120454","Greenfield","18.0","317-468-0701","120454001","IN-MNTR-SL-66 W Walnut C-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","66 W. Walnut.  C","18||120454001","46140"
"a0vU0000001FOFzIAO","005U0000001BtzpIAC","120454","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120454","Greenfield","18.0","317-468-0701","120454002","IN-MNTR-SL-66 WEST WALNUT C-IDD","IDD - Residential Group Home","Outpatient","IN","66 West Walnut C","18||120454002","46140-2180"
"a0vU0000001FOG0IAO","005U0000001BtzpIAC","120454","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120454","Greenfield","18.0","317-833-7329","120454003","IN-MNTR-SL-203 E South-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","203 E South Street","18||120454003","46140-2313"
"a0vU0000001FOG1IAO","005U0000001BtzpIAC","120458","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120458","Greenfield","18.0","317-468-0137","120458001","IN-MNTR-SL-66 W WALNUT STREET-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","404 1/2 E Park Ave.","18||120458001","46140-1629"
"a0vU0000001FOG2IAO","005U0000001BtzpIAC","120460","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120460","Greenfield","18.0","317-467-4064","120460001","IN-MNTR-SL-2064 N East Bay Dr. A-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","2064 N East Bay Dr. A","18||120460001","46140-7796"
"a0vU0000001FOG3IAO","005U0000001BtzpIAC","120463","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120463","Indianapolis","18.0","","120463001","IN-MNTR-SL-3938 Mann Village. #148-IDD","IDD - Residential Group Home","Outpatient","IN","3938 Mann Village Rd  #148","18||120463001","46221-2543"
"a0vU0000001FOG4IAO","005U0000001BtzpIAC","120464","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120464","Greenfield","18.0","317-462-9948","120464001","IN-MNTR-SL-17B S Broadway St-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","17b S Broadway St.","18||120464001","46140"
"a0vU0000001FOG5IAO","005U0000001BtzpIAC","120465","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120465","Indianapolis","18.0","","120465001","IN-MNTR-SL-3531 Hyannis Port Dr. 1A-IDD","IDD - Residential Group Home","Outpatient","IN","3531 Hyannis Port Dr 1a","18||120465001","46254-1229"
"a0vU0000001FOG6IAO","005U0000001BtzpIAC","120467","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120467","Indianapolis","18.0","","120467001","IN-MNTR-SL-4425 Brookline Ct-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","4425 Brookline Ct","18||120467001","46220-4549"
"a0vU0000001FOG7IAO","005U0000001BtzpIAC","120470","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120470","Indianapolis","18.0","317-894-0098","120470001","IN-MNTR-SL-822 Woodlark Dr-ABI","IDD - Residential Group Home","Outpatient","IN","822 Woodlark Dr.","18||120470001","46229-2870"
"a0vU0000001FOG8IAO","005U0000001BtzpIAC","120474","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120474","Indianapolis","18.0","317-387-9366","120474001","IN-MNTR-SL-4642 N Abington Dr. 1C-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","4642 N Abington Dr.  1c","18||120474001","46254"
"a0vU0000001FOG9IAO","005U0000001BtzpIAC","120477","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120477","Indianapolis","18.0","","120477001","IN-MNTR-SL-3836 Arbor Green Lane-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","3836 Arbor Green Lane #1327","18||120477001","46220-5531"
"a0vU0000001FOGAIA4","005U0000001BtzpIAC","120663","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120663","Fort Wayne","18.0","","120663001","IN-MNTR-SL-3515 Shoaff Park River-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","3515 Shoaff Park River Dr","18||120663001","46835-2038"
"a0vU0000001FOGBIA4","005U0000001BtzpIAC","120664","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120664","Fort Wayne","18.0","","120664001","IN-MNTR-SL-8003 Wayward Ct-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","8003 Wayward Ct","18||120664001","46815-6667"
"a0vU0000001FOGCIA4","005U0000001BtzpIAC","120665","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120665","Fort Wayne","18.0","","120665001","IN-MNTR-SL-5918 Tanger Ln-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","5918 Tanger Ln","18||120665001","46818-2535"
"a0vU0000001FOGDIA4","005U0000001BtzpIAC","120666","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120666","Fort Wayne","18.0","","120666001","IN-MNTR-SL-2030 A River Run Trail-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","2030 A River Run Trail","18||120666001","46825-6085"
"a0vU0000001FOGEIA4","005U0000001BtzpIAC","120667","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120667","Fort Wayne","18.0","","120667001","IN-MNTR-SL-1413 1/2 Oneida-IDD","IDD - Residential Group Home","Outpatient","IN","1413 1/2 Oneida","18||120667001","46805-4226"
"a0vU0000001FOGFIA4","005U0000001BtzpIAC","120670","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120670","Lafayette","18.0","","120670001","IN-MNTR-SL-3109 Coppergate Circle-IDD","IDD - Residential Group Home","Outpatient","IN","3109 Coppergate Circle  #6","18||120670001","47909-0905"
"a0vU0000001FOGGIA4","005U0000001BtzpIAC","120676","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120676","Lafayette","18.0","","120676001","IN-MNTR-SL-1901 Union Street-IDD","IDD - Residential Group Home","Outpatient","IN","1901 Union Street # 332","18||120676001","47904-2682"
"a0vU0000001FOGHIA4","005U0000001BtzpIAC","120680","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120680","Mishawaka","18.0","","120680001","IN-MNTR-SL-1113 Christyann St-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","1113 Christyann Street","18||120680001","46545-6537"
"a0vU0000001FOGIIA4","005U0000001BtzpIAC","120681","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120681","Fort Wayne","18.0","","120681001","IN-MNTR-SL-8415 Maysville Rd-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","8415 Maysville Rd","18||120681001","46815-6620"
"a0vU0000001FOGJIA4","005U0000001BtzpIAC","120686","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120686","Lafayette","18.0","","120686001","IN-MNTR-SL-214 S 6TH ST-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","214 South 6th Street","18||120686001","47901-1629"
"a0vU0000001FOGKIA4","005U0000001BtzpIAC","120688","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120688","West Lafayette","18.0","","120688001","IN-MNTR-SL-3316 Webster Dr-IDD","IDD - Residential Group Home","Outpatient","IN","3316 Webster Dr","18||120688001","47906-7221"
"a0vU0000001FOGLIA4","005U0000001BtzpIAC","120692","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","120692","Kokomo","18.0","","120692001","IN-MNTR-SL-701 S Indiana-IDD","IDD - Residential Group Home","Outpatient","IN","701 S Indiana","18||120692001","46902-5389"
"a0vU0000001FOGMIA4","005U0000001BtzpIAC","455388","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455388","Decatur","18.0","","455388001","IN-REMCSII-SL-434 Johns ST-IDD OLD","IDD - Residential Group Home","Outpatient","IN","434 Johns Street","18||455388001","46733-2031"
"a0vU0000001FOGNIA4","005U0000001BtzpIAC","455389","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455389","Lafayette","18.0","","455389001","IN-REMCSII-SL-1893 Bramton DR-IDD OLD","IDD - Residential Group Home","Outpatient","IN","1893 Brampton Drive","18||455389001","47905-8403"
"a0vU0000001FOGOIA4","005U0000001BtzpIAC","455390","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455390","Decatur","18.0","","455390001","IN-REMCSII-SL-4154 E 600 N-IDD","IDD - Residential Group Home","Outpatient","IN","4154 E 600 N","18||455390001","46733"
"a0vU0000001FOGPIA4","005U0000001BtzpIAC","455391","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455391","Gary","18.0","","455391001","IN-REMCSII-SL-2804 W 6TH AVE-IDD","IDD - Residential Group Home","Outpatient","IN","2804 W 6th Avenue","18||455391001","46404-1207"
"a0vU0000001FOGQIA4","005U0000001BtzpIAC","455392","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455392","Mishawaka","18.0","","455392001","IN-REMCSII-SL-214 TOWLE AVE- IDD","IDD - Residential Group Home","Outpatient","IN","214 Towle Ave","18||455392001","46544"
"a0vU0000001FOGRIA4","005U0000001BtzpIAC","455393","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455393","Peru","18.0","","455393001","IN-REMCSII-SL-231 N WATER ST #B-IDD","IDD - Residential Group Home","Outpatient","IN","231 N Water Street Apt B","18||455393001","46970"
"a0vU0000001FOGSIA4","005U0000001BtzpIAC","455394","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455394","Fort Wayne","18.0","","455394001","IN-REMCSII-SL-4914 Holton-IDD OLD","IDD - Residential Group Home","Outpatient","IN","4919 Holton","18||455394001","46806-3227"
"a0vU0000001FOGTIA4","005U0000001BtzpIAC","455395","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455395","Fort Wayne","18.0","","455395001","IN-REMCSII-SL-618 Tillwater Lane-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","618 Tillwater Lane","18||455395001","46825"
"a0vU0000001FOGUIA4","005U0000001BtzpIAC","455396","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455396","Mishawaka","18.0","574-259-7426","455396001","IN-REMCSII-SL-56085 Frances Ave-IDD","IDD - Residential Group Home","Inpatient/Residential","IN","56085 Frances Avenue","18||455396001","46545-7507"
"a0vU0000001FOGVIA4","005U0000001BtzpIAC","455396","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455396","Lafayette","18.0","","455396002","IN-REMCSII-SL-3320 Ingram CT-IDD OLD","IDD - Residential Group Home","Outpatient","IN","3320 Ingram Court","18||455396002","47909-6378"
"a0vU0000001FOGWIA4","005U0000001BtzpIAC","455397","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455397","Fort Wayne","18.0","260-424-2620","455397001","IN-REMCSII-SL-517 Lawton  Place 4-IDDOLD","IDD - Residential Group Home","Outpatient","IN","517 Lawton Place #4","18||455397001","46805-6104"
"a0vU0000001FOGXIA4","005U0000001BtzpIAC","455398","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455398","Fort Wayne","18.0","260-486-8899","455398001","IN-REMCSII-SL-5608-1 Woodshire Drive-IDD","IDD - Residential Group Home","Outpatient","IN","5608-1 Woodshire Drive","18||455398001","46835-2964"
"a0vU0000001FOGYIA4","005U0000001BtzpIAC","455399","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455399","Mishawaka","18.0","574-259-7426","455399001","IN-REMCSII-SL-56085 Frances Ave-IDD OLD","IDD - Residential Group Home","Outpatient","IN","56085 Frances  Avenue","18||455399001","46545-7507"
"a0vU0000001FOGZIA4","005U0000001BtzpIAC","455400","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455400","Westpoint","18.0","931-5700","455400001","IN-REMCSII-SL-9315 S 700 W-IDD OLD","IDD - Residential Group Home","Inpatient/Residential","IN","9315 S 700 W","18||455400001","47992-9217"
"a0vU0000001FOGaIAO","005U0000001BtzpIAC","455401","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455401","Gary","18.0","219-886-2013","455401001","IN-REMCSII-SL-1404 Jackson St-IDD","IDD - Residential Group Home","Partial Hospitalization","IN","1404 Jackson Street","18||455401001","46404-1233"
"a0vU0000001FOGbIAO","005U0000001BtzpIAC","455401002","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455401002","Gary","18.0","","455401002","IN-REMCSII-SL-1404 Jackson Str-IDD OLD","IDD - Residential Group Home","Outpatient","IN","1404 Jackson St","18||455401002","46407-1233"
"a0vU0000001FOGcIAO","005U0000001BtzpIAC","455402","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455402","Kokomo","18.0","765-437-5575","455402001","IN-REMCSII-SL-499 Bradford Cir-IDD OLD","IDD - Residential Group Home","Outpatient","IN","499 Bradford Circle","18||455402001","46902-8422"
"a0vU0000001FOGdIAO","005U0000001BtzpIAC","455403","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455403","Fort Wayne","18.0","260-441-2374","455403001","IN-REMCSII-SL-3711 HessnCasselRd-IDD  OL","IDD - Residential Group Home","Outpatient","IN","3711 Hessen Cassel Road","18||455403001","46806-4526"
"a0vU0000001FOGeIAO","005U0000001BtzpIAC","455404","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455404","Hammond","18.0","219-588-4466","455404001","IN-REMCSII-SL-7331 Howard Street-IDD OLD","IDD - Residential Group Home","Outpatient","IN","7331 Howard Street","18||455404001","46324-2736"
"a0vU0000001FOGfIAO","005U0000001BtzpIAC","455405","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","455405","New Castle","18.0","765-465-6278","455405001","IN-REMCSII-SL-2122 S 19th ST-IDD OLD","IDD - Residential Group Home","Outpatient","IN","2122 S 19th Street","18||455405001","47362-2270"
"a0vU0000001FOGgIAO","005U0000001BtzpIAC","340620","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340620","Fairmont","5.0","507-238-4751","340620000","MN-REMHL-ICF-Budd-IDD","IDD - Residential ICF/MR","Inpatient/Residential","MN","111 Dorothy St","5||340620000","56031-3508"
"a0vU0000001FOGhIAO","005U0000001BtzpIAC","340642","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340642","Fairmont","5.0","507-238-1822","340642000","MN-REMHL-SL-Chestnut-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","1141 Chestnut Street","5||340642000","56031-4402"
"a0vU0000001FOGiIAO","005U0000001BtzpIAC","340643","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340643","Fairmont","5.0","507-238-4098","340643000","MN-REMHL-SL-Hengen-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","1005 Hengen Street","5||340643000","56031-2044"
"a0vU0000001FOGjIAO","005U0000001BtzpIAC","340644","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340644","Fairmont","5.0","507-235-5685","340644000","MN-REMHL-SL-Victoria-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","703 South Hampton","5||340644000","56031-4306"
"a0vU0000001FOGkIAO","005U0000001BtzpIAC","340645","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340645","Fairmont","5.0","507-238-1060","340645000","MN-REMHL-SL-Cedar Park-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","3805 Cedar Park","5||340645000","56031-2434"
"a0vU0000001FOGlIAO","005U0000001BtzpIAC","340646","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340646","Fairmont","5.0","507-235-6166","340646000","MN-REMHL-SL-Heritage Court-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","623 Heritage Court","5||340646000","56031-2215"
"a0vU0000001FOGmIAO","005U0000001BtzpIAC","340647","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340647","Fairmont","5.0","507-238-9316","340647000","MN-REMHL-SL-Poetter Circle-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","2612 Poetter Circle","5||340647000","56031-4554"
"a0vU0000001FOGnIAO","005U0000001BtzpIAC","340648","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340648","Fairmont","5.0","507-238-4666","340648000","MN-REMHL-SL-South Orient-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","828 South Orient","5||340648000","56031-4344"
"a0vU0000001FOGoIAO","005U0000001BtzpIAC","340651","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","340651","Fairmont","5.0","507-238-1909","340651000","MN-REMHL-SL-Summit Drive-IDD","IDD - Residential Group Home","Inpatient/Residential","MN","698 Summit Drive","5||340651000","56031-2235"
"a0vU0000001FOGpIAO","005U0000001BtzpIAC","109610","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","109610","","7.0","","109610002","CA-LO-ICFN-COLUMBIA NO-ONE TO ONE-IDD","IDD - Residential ICF/MR","Outpatient","","","7||109610002",""
"a0vU0000001FOGqIAO","005U0000001BtzpIAC","109615","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","109615","Merced","7.0","209-384-3365","109615001","CA-LO-ICFH-EL PORTAL-IDD","IDD - Residential ICF/MR","Inpatient/Residential","CA","450 El Portal Drive","7||109615001","95340-0935"
"a0vU0000001FOGrIAO","005U0000001BtzpIAC","109615","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","109615","","7.0","","109615002","CA-LO-ICFH-EL PORTAL-ONE TO ONE-IDD","IDD - Residential ICF/MR","Outpatient","","","7||109615002",""
"a0vU0000001FOGsIAO","005U0000001BtzpIAC","109620","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","109620","Merced","7.0","209-384-5833","109620001","CA-LO-ICFN-SAN JOSE-IDD","IDD - Residential ICF/MR","Inpatient/Residential","CA","3567 San Jose Ave.","7||109620001","95348-2225"
"a0vU0000001FOGtIAO","005U0000001BtzpIAC","109620","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","109620","","7.0","","109620002","CA-LO-ICFN-SAN JOSE-ONE TO ONE-IDD","IDD - Residential ICF/MR","Outpatient","","","7||109620002",""
"a0vU0000001FOGuIAO","005U0000001BtzpIAC","113010","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","113010","Santa Rosa","7.0","707-539-6447","113010001","CA-CLS-ICFCN-BAIRD-IDD","IDD - Residential ICF/MR","Inpatient/Residential","CA","920 Baird Rd.","7||113010001","95409-2711"
"a0vU0000001FOGvIAO","005U0000001BtzpIAC","113020","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","113020","Santa Rosa","7.0","707-538-6984","113020001","CA-CLS-ICFN-CALISTOGA-IDD","IDD - Residential ICF/MR","Inpatient/Residential","CA","5302 Badger Rd.","7||113020001","95409-2744"
"a0vU0000001FOGwIAO","005U0000001BtzpIAC","113030","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","113030","Santa Rosa","7.0","707-538-9675","113030001","CA-CLS-ICFN-ESTES-IDD","IDD - Residential ICF/MR","Inpatient/Residential","CA","4740 Badger Rd","7||113030001","95409-2634"
"a0vU0000001FOGxIAO","005U0000001BtzpIAC","113030","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","113030","Santa Rosa","7.0","559-451-0399","113030002","CA-CLS-ICFN-ESTES-PGM SUPT-IDD","IDD - Residential ICF/MR","Outpatient","CA","920 Baird Road","7||113030002","95409"
"a0vU0000001FOGyIAO","005U0000001BtzpIAC","006010","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","006010","Sacramento","7.0","","006010001","CA-MNTR 006-AFC-SACRAMENTO -IDD","IDD - Residential Host Home","Inpatient/Residential","CA","655 University Ave #139","7||006010001","95825"
"a0vU0000001FOGzIAO","005U0000001BtzpIAC","006010","2013-06-22T19:06:15.000Z","005U0000000NNnWIAW","006010","Sacramento","7.0","","006010002","CA-MNTR 006-AFC-SACRAMNTO-ONE TO ONE -ID","IDD - Non-Residential Other","Outpatient","CA","655 University Ave #139","7||006010002","95825"
"a0vU0000001FOH0IAO","005U0000001BtzpIAC","006015","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006015","Sacramento","7.0","","006015001","CA-MNTR 006-AFC-STOCKTON -IDD","IDD - Residential Host Home","Inpatient/Residential","CA","655 University Ave #139","7||006015001","95825"
"a0vU0000001FOH1IAO","005U0000001BtzpIAC","006025","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006025","Eureka","7.0","","006025001","CA-MNTR 006-AFC-EUREKA -IDD","IDD - Residential Host Home","Inpatient/Residential","CA","317 Third Street, Ste. 4","7||006025001","95501"
"a0vU0000001FOH2IAO","005U0000001BtzpIAC","006027","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006027","Napa","7.0","","006027001","CA-MNTR 006-AFC-NAPA -IDD","IDD - Residential Host Home","Inpatient/Residential","CA","1190 Airport Blvd. #110","7||006027001","94558"
"a0vU0000001FOH3IAO","005U0000001BtzpIAC","006040","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006040","Bakersfield","7.0","","006040001","CA-MNTR 006-AFC-BAKERS FIELD-IDD","IDD - Residential Host Home","Inpatient/Residential","CA","1001 Tower Way Ste. 110","7||006040001","93309"
"a0vU0000001FOH4IAO","005U0000001BtzpIAC","006040","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006040","Bakersfield","7.0","","006040002","CA-MNTR 006-AFC-BAKERSFLD-RESP/PREPL -ID","IDD - Residential Host Home","Inpatient/Residential","CA","1001 Tower Way Ste. 110","7||006040002","93309"
"a0vU0000001FOH5IAO","005U0000001BtzpIAC","006040","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006040","Bakersfield","7.0","","006040003","CA-MNTR 006-AFC-BAKERSFLD-ONE TO ONE -ID","IDD - Non-Residential Other","Outpatient","CA","1001 Tower Way Ste. 110","7||006040003","93309"
"a0vU0000001FOH6IAO","005U0000001BtzpIAC","006044","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006044","Eureka","7.0","","006044001","CA-MNTR-SL-EUREKA-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","CA","317 Third Street, Ste 4","7||006044001","95501"
"a0vU0000001FOH7IAO","005U0000001BtzpIAC","006045","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006045","Bakersfield","7.0","","006045001","CA-MNTR-SL-BAKER-REG HRLY-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","CA","1001 Tower Way #110","7||006045001","93309"
"a0vU0000001FOH8IAO","005U0000001BtzpIAC","006045","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","006045","Bakersfield","7.0","","006045002","CA-MNTR-SL-BAKER-HOMEMAKER-IDD","IDD - Non-Residential Supported Living/IHSS/Ind Living","Outpatient","CA","1001 Tower Way #110","7||006045002","93309"
"a0vU0000001FOH9IAO","005U0000001BtzpIAC","120808","2013-06-22T19:06:17.000Z","005U0000000NNnWIAW","120808","Evansville","18.0","","120808001","IN-MNTR-SL-7020 Redwing Dr-IDD","IDD - Residential Group Home","Outpatient","IN","7020 Redwing Dr.","18||120808001","47715-5252"
